ROCO_ID,PMC_ID,CC
ROCO_81936,PMC2803973_1757-1626-2-9310-3.jpg,CC BY
ROCO_81939,PMC5065672_WJO-7-657-g003.jpg,CC BY-NC
ROCO_81940,PMC4799185_gr2.jpg,CC BY-NC-ND
ROCO_81941,PMC2699071_JMAS-05-22-g004.jpg,CC BY
ROCO_81943,PMC3396871_PAMJ-12-5-g002.jpg,CC BY
ROCO_81944,PMC4899060_wjem-17-290-g001.jpg,CC BY
ROCO_81945,PMC4266225_jls9991434280004.jpg,CC BY-NC-ND
ROCO_81946,PMC4156577_40064_2014_1180_Fig1_HTML.jpg,CC BY
ROCO_81947,PMC4834408_SCIENTIFICA2016-9151490.001.jpg,CC BY
ROCO_81949,PMC4772763_opth-10-071Fig2.jpg,CC BY-NC
ROCO_81951,PMC3883554_jmdh-7-011Fig1.jpg,CC BY-NC
ROCO_81953,PMC3557737_WIITM-7-19474-g008.jpg,CC BY-NC-ND
ROCO_81955,PMC4037535_mv-v20-691-f7.jpg,CC BY-NC-ND
ROCO_81956,PMC5742963_IJO-65-1350-g006.jpg,CC BY-NC-SA
ROCO_81957,PMC2964788_JPN-5-25-g002.jpg,CC BY
ROCO_81958,PMC4782666_JME2014-619081.002.jpg,CC BY
ROCO_81959,PMC4215278_heartjnl-2013-305132f05.jpg,CC BY-NC
ROCO_81962,PMC2923709_167_2009_1038_Fig4_HTML.jpg,NO-CC CODE
ROCO_81963,PMC3169192_NURSING2011-893819.001.jpg,CC BY
ROCO_81964,PMC3551280_fncir-06-00123-g0003.jpg,CC BY
ROCO_81965,PMC3398949_pone.0040491.g002.jpg,CC BY
ROCO_81966,PMC4922224_NJMS-6-152-g001.jpg,CC BY-NC-SA
ROCO_81968,PMC3833473_gahmj.2012.1.1.005.g003.jpg,NO-CC CODE
ROCO_81969,PMC2505288_11999_2007_29_Fig10_HTML.jpg,NO-CC CODE
ROCO_81970,PMC4411858_JOACP-31-274-g002.jpg,CC BY-NC-SA
ROCO_81971,PMC4387512_rstb20140171-g2.jpg,CC BY
ROCO_81972,PMC4424726_JOVR-10-87-g004.jpg,CC BY-NC-SA
ROCO_81973,PMC4137266_1471-230X-14-141-2.jpg,CC BY
ROCO_81974,PMC4148738_ijcpd-05-124-g003.jpg,CC BY
ROCO_81975,PMC5724331_IJD-62-676b-g002.jpg,CC BY-NC-SA
ROCO_81976,PMC5552385_gr3.jpg,CC BY-NC-ND
ROCO_81977,PMC3477066_1752-1947-6-275-4.jpg,CC BY
ROCO_81978,PMC4486615_jap-7-199-g001.jpg,CC BY-NC
ROCO_81980,PMC3184110_1752-1947-5-425-1.jpg,CC BY
ROCO_81981,PMC3340960_jls0041127980001.jpg,CC BY-NC-ND
ROCO_81982,PMC4193137_12936_2014_3551_Fig1_HTML.jpg,CC BY
ROCO_81983,PMC4535112_JFMPC-4-444-g002.jpg,CC BY-NC-SA
ROCO_81985,PMC3430904_shaw-2-201-g002.jpg,CC BY-NC
ROCO_81986,PMC2654856_1748-7161-4-6-6.jpg,CC BY
ROCO_81987,PMC3582858_tre-03-133-2893-1-g017.jpg,CC BY-NC-ND
ROCO_81988,PMC3043572_jls0021026040006.jpg,CC BY-NC-ND
ROCO_81990,PMC4561305_ARI2015-681903.027.jpg,CC BY
ROCO_81991,PMC3015814_jsls-11-1-14-g04.jpg,CC BY-NC-ND
ROCO_81992,PMC5635672_IJU-33-304-g001.jpg,CC BY-NC-SA
ROCO_81994,PMC5512661_materials-08-05281-g005.jpg,CC BY
ROCO_81995,PMC5477044_c5sc04557f-f2.jpg,CC BY-NC
ROCO_81996,PMC3087266_JOACP-26-470-g001.jpg,CC BY-NC-SA
ROCO_81997,PMC3705502_sensors-08-05238f4.jpg,CC BY
ROCO_81998,PMC3043586_jls0021026170003.jpg,CC BY-NC-ND
ROCO_82000,PMC3113182_jsls-4-3-259-g03.jpg,CC BY-NC-ND
ROCO_82001,PMC4005189_MEAJO-21-196-g001.jpg,CC BY-NC-SA
ROCO_82002,PMC3963549_bjophthalmol-2013-303559f04.jpg,CC BY-NC
ROCO_82003,PMC3726444_1471-2342-13-21-1.jpg,CC BY
ROCO_82004,PMC4523745_zookeys-511-069-g010.jpg,CC BY
ROCO_82005,PMC4728092_jkns-58-539-g004.jpg,CC BY-NC
ROCO_82006,PMC5686850_12938_2017_421_Fig2_HTML.jpg,CC BY
ROCO_82007,PMC3905910_1748-717X-9-29-2.jpg,CC BY
ROCO_82008,PMC3015870_jsls-12-3-306-g01.jpg,CC BY-NC-ND
ROCO_82011,PMC5738474_10-1055-s-0037-1605388-i1704-2.jpg,CC BY-NC-ND
ROCO_82012,PMC5346933_cop-0008-0099-g02.jpg,CC BY-NC
ROCO_82013,PMC4145443_bjophthalmol-2014-305702f06.jpg,CC BY-NC
ROCO_82016,PMC3823614_pone.0080295.g001.jpg,CC BY
ROCO_82017,PMC2741191_p203_fig02.jpg,NO-CC CODE
ROCO_82018,PMC4165801_1556-276X-9-473-2.jpg,CC BY
ROCO_82020,PMC3118011_IJO-59-235-g005.jpg,CC BY-NC-SA
ROCO_82021,PMC5066468_0392-100X-36-317-g002.jpg,CC BY-NC-ND
ROCO_82022,PMC4765308_hnv045f4p.jpg,CC BY
ROCO_82023,PMC3015455_jsls-5-3-293-g02.jpg,CC BY-NC-ND
ROCO_82024,PMC5091001_DRJ-13-424-g004.jpg,CC BY-NC-SA
ROCO_82025,PMC2766694_cios-1-27-g001.jpg,CC BY
ROCO_82026,PMC4494599_gr1.jpg,CC BY-NC-ND
ROCO_82027,PMC4659590_pone.0143564.g008.jpg,CC BY
ROCO_82028,PMC5140042_10.1177_2325967116673356-fig2.jpg,CC BY-NC-ND
ROCO_82029,PMC4830860_12650_2015_308_Fig7_HTML.jpg,CC BY
ROCO_82030,PMC5031997_srep33921-f3.jpg,CC BY
ROCO_82031,PMC3842922_pone.0080429.g002.jpg,CC BY
ROCO_82033,PMC5610673_12650_2016_405_Fig7_HTML.jpg,CC BY
ROCO_82034,PMC4585885_srep14461-f7.jpg,CC BY
ROCO_82035,PMC4378598_CRIT2015-312084.002.jpg,CC BY
ROCO_82037,PMC5266173_medi-96-e5826-g007.jpg,CC BY-ND
ROCO_82039,PMC4545553_13013_2015_47_Fig11_HTML.jpg,CC BY
ROCO_82040,PMC4155785_fpubh-02-00135-g002.jpg,CC BY
ROCO_82041,PMC3229286_ZooKeys-136-023-g004.jpg,CC BY
ROCO_82042,PMC3177900_1750-1164-5-6-1.jpg,CC BY
ROCO_82045,PMC2696111_rsta20090092f04.jpg,CC BY
ROCO_82046,PMC2193221_JEM991978.f1.jpg,CC BY-NC-SA
ROCO_82047,PMC4631100_12886_2015_128_Fig1_HTML.jpg,CC BY
ROCO_82049,PMC3665378_0392-100X-33-129-g004.jpg,CC BY-NC-ND
ROCO_82052,PMC4762440_gcsp-2015-05-066-g001.jpg,NO-CC CODE
ROCO_82053,PMC3220079_CCD-1-103-g012.jpg,CC BY-NC-SA
ROCO_82054,PMC5059901_12879_2016_1885_Fig3_HTML.jpg,CC BY
ROCO_82055,PMC3868101_IJPsyM-35-417-g002.jpg,CC BY-NC-SA
ROCO_82056,PMC5473330_ADVS-4-na-g003.jpg,CC BY
ROCO_82057,PMC5664615_ijerph-14-01114-g018.jpg,CC BY
ROCO_82058,PMC3808564_iej-03-38-g003.jpg,CC BY
ROCO_82059,PMC2733185_256_2009_680_Fig1_HTML.jpg,NO-CC CODE
ROCO_82060,PMC3693435_40064_2013_Article_333_Fig1_HTML.jpg,CC BY
ROCO_82062,PMC1253729_ehp0113-a00034f5.jpg,CC0
ROCO_82063,PMC3085755_167_2009_783_Fig1_HTML.jpg,NO-CC CODE
ROCO_82064,PMC3627513_10.1177_0952695112470350-fig2.jpg,CC BY
ROCO_82067,PMC2900074_IJA-53-654-g001.jpg,CC BY
ROCO_82068,PMC5459959_ccide-9-053Fig4.jpg,CC BY-NC
ROCO_82069,PMC5598298_MEAJO-24-100-g002.jpg,CC BY-NC-SA
ROCO_82070,PMC5439529_amjcaserep-18-529-g002.jpg,CC BY-NC-ND
ROCO_82071,PMC3564471_medrep-05-03-g004.jpg,CC BY-NC
ROCO_82072,PMC2807673_JMP-34-108-g002.jpg,CC BY
ROCO_82073,PMC5206846_JMAS-13-7-g001.jpg,CC BY-NC-SA
ROCO_82074,PMC4852263_jap-8-116-g001.jpg,CC BY-NC
ROCO_82075,PMC5222674_gox-4-e1186-g001.jpg,CC BY-NC-ND
ROCO_82076,PMC3090299_opth-5-459f2.jpg,NO-CC CODE
ROCO_82078,PMC2845778_cln_65p341f4.jpg,NO-CC CODE
ROCO_82079,PMC4976547_JISP-20-273-g005.jpg,CC BY-NC-SA
ROCO_82080,PMC4333885_13256_2014_3099_Fig4_HTML.jpg,CC BY
ROCO_82081,PMC3141159_IJA-55-293-g001.jpg,CC BY-NC-SA
ROCO_82082,PMC5695015_thnov07p4313g001.jpg,CC BY-NC
ROCO_82083,PMC4934140_biodiversity_data_journal-4-e8032-g047_d.jpg,CC BY
ROCO_82084,PMC5709004_medi-96-e8865-g004.jpg,CC BY-ND
ROCO_82085,PMC3789010_OL-06-02-0553-g01.jpg,CC BY
ROCO_82086,PMC5123388_40349_2016_76_Fig141_HTML.jpg,CC BY
ROCO_82087,PMC5107206_422_2015_675_Fig3_HTML.jpg,CC BY
ROCO_82090,PMC3560263_1752-1947-7-6-1.jpg,CC BY
ROCO_82092,PMC5056280_IJBI2016-7570406.004.jpg,CC BY
ROCO_82093,PMC3539478_medscimonit-17-10-CR572-g001.jpg,NO-CC CODE
ROCO_82094,PMC3706601_pone.0068082.g005.jpg,CC BY
ROCO_82095,PMC4029092_1756-0500-6-523-4.jpg,CC BY
ROCO_82096,PMC1551982_ehp0114-a0487bf1.jpg,CC0
ROCO_82097,PMC4451152_CRIOR2015-357463.003.jpg,CC BY
ROCO_82098,PMC5362928_10.1177_2055116915589837-fig5.jpg,CC BY-NC
ROCO_82099,PMC3991205_gcsp-2013-348-g001.jpg,NO-CC CODE
ROCO_82101,PMC3867617_ksrr-25-225-g006.jpg,CC BY-NC
ROCO_82103,PMC3223713_kjo-25-443-g002.jpg,CC BY-NC
ROCO_82104,PMC3607722_776_2012_345_Fig1_HTML.jpg,NO-CC CODE
ROCO_82105,PMC5419525_gr1.jpg,CC BY-NC-ND
ROCO_82106,PMC4537613_wjps-4-180-g009.jpg,CC BY
ROCO_82107,PMC2699062_JMAS-04-54-g004.jpg,CC BY
ROCO_82110,PMC5259963_12938_2016_254_Fig2_HTML.jpg,CC BY
ROCO_82111,PMC3016798_jsls-8-3-287-g02.jpg,NO-CC CODE
ROCO_82112,PMC2740516_IJPS-41-238-g003.jpg,CC BY
ROCO_82114,PMC3089997_fpsyt-02-00007-g001.jpg,NO-CC CODE
ROCO_82116,PMC4546257_12940_2015_55_Fig2_HTML.jpg,CC BY
ROCO_82117,PMC2825068_IJPS-42-19-g017.jpg,CC BY
ROCO_82118,PMC3183571_jls0031127760003.jpg,CC BY-NC-ND
ROCO_82119,PMC5491023_pone.0179526.g013.jpg,CC BY
ROCO_82120,PMC2964738_TI-17-33-g001.jpg,CC BY
ROCO_82121,PMC4075196_IJPS-47-102-g004.jpg,CC BY-NC-SA
ROCO_82122,PMC3582863_tre-03-132-2918-1-g002.jpg,CC BY-NC-ND
ROCO_82123,PMC3639344_ORT-84-207-g002.jpg,CC BY-NC
ROCO_82126,PMC3381086_jovr-5-4-238-930-2-pbf1.jpg,CC BY
ROCO_82127,PMC4253399_mi-2014-1-5077-g001.jpg,CC BY-NC
ROCO_82128,PMC1891788_umj7501-011-f12.jpg,NO-CC CODE
ROCO_82129,PMC4620514_awv276fig1g.jpg,CC BY
ROCO_82130,PMC3481112_fnins-06-00146-g004.jpg,CC BY
ROCO_82132,PMC4423324_10-1055-s-0034-1377610-i067ei5.jpg,NO-CC CODE
ROCO_82133,PMC5448964_materials-05-01155-g010.jpg,CC BY
ROCO_82134,PMC5583049_tau-06-04-666-f9.jpg,NO-CC CODE
ROCO_82135,PMC4327278_1678-7757-jaos-16-01-0035-gf03.jpg,CC BY-NC
ROCO_82136,PMC2807682_JMP-34-161-g003.jpg,CC BY
ROCO_82138,PMC3032870_11999_2010_1608_Fig1_HTML.jpg,NO-CC CODE
ROCO_82139,PMC5266173_medi-96-e5826-g008.jpg,CC BY-ND
ROCO_82140,PMC2825068_IJPS-42-19-g009.jpg,CC BY
ROCO_82141,PMC4743225_abcd-27-04-0291-g02.jpg,CC BY-NC
ROCO_82142,PMC3664869_PAMJ-14-112-g006.jpg,CC BY
ROCO_82143,PMC4432456_sft02201.jpg,NO-CC CODE
ROCO_82144,PMC3546249_IJA-56-579-g001.jpg,CC BY-NC-SA
ROCO_82146,PMC3015473_jsls-7-1-7-g03.jpg,CC BY-NC-ND
ROCO_82147,PMC4905704_cureus-0008-000000000604-i02.jpg,CC BY
ROCO_82148,PMC1762394_pone.0000023.g001.jpg,CC BY
ROCO_82149,PMC2772052_JMP-33-158-g001.jpg,CC BY
ROCO_82150,PMC3558887_jls0041229220003.jpg,CC BY-NC-ND
ROCO_82151,PMC5742911_SNI-8-300-g006.jpg,CC BY-NC-SA
ROCO_82153,PMC4297045_10.1177_1947603510364403-fig5.jpg,NO-CC CODE
ROCO_82154,PMC3700146_NJMS-3-139-g003.jpg,CC BY-NC-SA
ROCO_82155,PMC2761400_1475-2875-8-223-3.jpg,CC BY
ROCO_82156,PMC4737055_PSI2016-7089123.006.jpg,CC BY
ROCO_82158,PMC3742358_jcm-4-2013-029f5.jpg,NO-CC CODE
ROCO_82159,PMC3849381_1475-925X-12-93-4.jpg,CC BY
ROCO_82160,PMC4881702_ACA-18-453-g001.jpg,CC BY-NC-SA
ROCO_82161,PMC3514347_1746-6148-8-158-2.jpg,CC BY
ROCO_82163,PMC5015922_pone.0162283.g001.jpg,CC BY
ROCO_82164,PMC4372209_pone.0120843.g002.jpg,CC BY
ROCO_82165,PMC4206730_expanim-63-269-g002.jpg,CC BY-NC-ND
ROCO_82168,PMC4535018_kjim-6-1-16-3f2.jpg,CC BY-NC
ROCO_82169,PMC2867298_JCB_201003068_GS_Fig1.jpg,CC BY-NC-SA
ROCO_82170,PMC2254844_1701iti2rgb.jpg,CC BY-NC-SA
ROCO_82171,PMC4037619_IJMICRO2014-764046.001.jpg,CC BY
ROCO_82172,PMC5432585_402_2017_2668_Fig2_HTML.jpg,CC BY
ROCO_82173,PMC5731674_gr1.jpg,CC BY-NC-ND
ROCO_82174,PMC4467626_13104_2015_1183_Fig1_HTML.jpg,CC BY
ROCO_82175,PMC2878701_IJSS-03-80-g001.jpg,CC BY
ROCO_82176,PMC4968180_ijcpd-03-117-g001.jpg,CC BY
ROCO_82177,PMC4080496_atr-03-01-15575-g001.jpg,CC BY
ROCO_82178,PMC3671470_parasite-18-235-fig7.jpg,CC BY
ROCO_82179,PMC3097710_biij-04-e21-g01.jpg,CC BY
ROCO_82180,PMC3825852_opth-7-2181Fig41.jpg,CC BY-NC
ROCO_82182,PMC3519115_UA-4-191-g003.jpg,CC BY-NC-SA
ROCO_82183,PMC4022986_11695_2014_1191_Fig1_HTML.jpg,NO-CC CODE
ROCO_82184,PMC5253926_41114_2016_4_Fig7.jpg,NO-CC CODE
ROCO_82185,PMC3074141_gkq1216f7.jpg,CC BY-NC
ROCO_82186,PMC4238073_biodiversity_data_journal-2-e4093-g003.jpg,CC BY
ROCO_82187,PMC3999441_nne-0004-0050-g03.jpg,CC BY-NC
ROCO_82188,PMC5581474_12960_2017_234_Fig1_HTML.jpg,CC BY
ROCO_82190,PMC3016144_jsls-10-2-193-g03.jpg,CC BY-NC-ND
ROCO_82192,PMC5751449_sensors-17-02848-g010.jpg,CC BY
ROCO_82193,PMC3480807_TOORTHJ-6-458_F1.jpg,CC BY-NC
ROCO_82194,PMC5596075_fpsyg-08-01529-g001.jpg,CC BY
ROCO_82195,PMC4897019_gr2.jpg,CC BY-NC-ND
ROCO_82197,PMC4352623_AJNS-10-21-g002.jpg,CC BY-NC-SA
ROCO_82199,PMC3533163_IJPD-22-559-g004.jpg,CC BY-NC
ROCO_82200,PMC4422646_pone.0125404.g006.jpg,CC BY
ROCO_82201,PMC5476608_imcrj-10-193Fig2.jpg,CC BY-NC
ROCO_82203,PMC3585911_1746-6148-8-161-2.jpg,CC BY
ROCO_82205,PMC3957025_fnins-08-00050-g0005.jpg,CC BY
ROCO_82206,PMC4275162_bc-2014-00481x_0001.jpg,NO-CC CODE
ROCO_82207,PMC3953850_rspb20133316-g3.jpg,CC BY
ROCO_82208,PMC3120871_pone.0021392.g003.jpg,CC BY
ROCO_82210,PMC2896734_ceo-3-59-g001.jpg,CC BY-NC
ROCO_82211,PMC4611930_JOMFP-19-205-g006.jpg,CC BY-NC-SA
ROCO_82212,PMC4627971_40064_2015_1345_Fig1_HTML.jpg,CC BY
ROCO_82213,PMC4053662_EJD-7-399-g004.jpg,CC BY-NC-SA
ROCO_82214,PMC5621827_aps-2017-44-5-384f1.jpg,CC BY-NC
ROCO_82215,PMC3516956_WIITM-7-17665-g006.jpg,CC BY-NC-ND
ROCO_82216,PMC4765757_medoral-21-e118-g002.jpg,CC BY
ROCO_82217,PMC5245925_JOCR-6-13-g007.jpg,CC BY-NC-SA
ROCO_82218,PMC4357968_PR-7-176-g009.jpg,CC BY-NC-SA
ROCO_82220,PMC5736748_ahbps-21-247-g004.jpg,CC BY-NC
ROCO_82221,PMC3618646_IJMPO-33-227-g021.jpg,CC BY-NC-SA
ROCO_82222,PMC4560217_gox-3-e484-g010.jpg,CC BY-NC-ND
ROCO_82223,PMC3015814_jsls-11-1-14-g02.jpg,CC BY-NC-ND
ROCO_82224,PMC4487964_12947_2015_25_Fig4_HTML.jpg,CC BY
ROCO_82225,PMC5674037_zookeys-704-001-g048.jpg,CC BY
ROCO_82226,PMC3572067_pone.0056465.g003.jpg,CC BY
ROCO_82227,PMC4543414_10967_2015_3956_Fig6_HTML.jpg,NO-CC CODE
ROCO_82228,PMC3649656_jscr-2012-10-17fig3.jpg,NO-CC CODE
ROCO_82229,PMC3283590_pone.0031083.g002.jpg,CC BY
ROCO_82232,PMC5367483_fig-1.jpg,CC BY
ROCO_82234,PMC4775475_1413-7852-aob-23-05-00247-gf3.jpg,CC BY-NC
ROCO_82235,PMC5643585_12348_2017_139_Fig12_HTML.jpg,CC BY
ROCO_82236,PMC3039644_pone.0014626.g003.jpg,CC BY
ROCO_82237,PMC4326395_13256_2014_3088_Fig3_HTML.jpg,CC BY
ROCO_82239,PMC3016031_jsls-12-1-37-g02.jpg,CC BY-NC-ND
ROCO_82240,PMC5458882_materials-08-05387-g002.jpg,CC BY
ROCO_82241,PMC4567827_40349_2015_36_Fig4_HTML.jpg,CC BY
ROCO_82242,PMC2801204_ehp-117-a490f7.jpg,CC0
ROCO_82243,PMC5453039_ol-13-06-4013-g03.jpg,CC BY-NC-ND
ROCO_82245,PMC2335286_10278_2007_9058_Fig3_HTML.jpg,NO-CC CODE
ROCO_82246,PMC3842714_JCD-16-494-g003.jpg,CC BY-NC-SA
ROCO_82248,PMC3016318_pone.0014490.g001.jpg,CC BY
ROCO_82249,PMC1457010_pbio.0040196.g001.jpg,CC BY
ROCO_82250,PMC4821257_rsos150567-g1.jpg,CC BY
ROCO_82251,PMC4249989_i-perception-5-188-g0012.jpg,CC BY-NC-ND
ROCO_82252,PMC5709267_13280_2017_938_Fig3_HTML.jpg,CC BY
ROCO_82253,PMC3486998_330_2012_2526_Fig1_HTML.jpg,NO-CC CODE
ROCO_82254,PMC3354746_TSWJ2012-876489.007.jpg,CC BY
ROCO_82257,PMC3295394_jexboterr410f08_3c.jpg,CC BY-NC
ROCO_82258,PMC3441017_OJO-5-112-g002.jpg,CC BY-NC-SA
ROCO_82259,PMC3819872_JOACP-29-578-g001.jpg,CC BY-NC-SA
ROCO_82260,PMC4090760_annhyg_meu023_f0007.jpg,CC BY
ROCO_82261,PMC1891793_umj7501-080-f1.jpg,NO-CC CODE
ROCO_82262,PMC3747416_CRIM.DENTISTRY2013-893791.011.jpg,CC BY
ROCO_82263,PMC2984333_SHORTS-09-043002.jpg,CC BY-NC
ROCO_82264,PMC3883554_jmdh-7-011Fig8.jpg,CC BY-NC
ROCO_82265,PMC5102955_429_2015_1178_Fig6_HTML.jpg,CC BY
ROCO_82266,PMC5489655_167_2016_4374_Fig2_HTML.jpg,CC BY
ROCO_82267,PMC4279485_sensors-14-20320f25.jpg,CC BY
ROCO_82268,PMC2948742_DENT-4-484-g3.jpg,NO-CC CODE
ROCO_82269,PMC5017340_sensors-16-01174-g009.jpg,CC BY
ROCO_82270,PMC2744800_167_2009_805_Fig1_HTML.jpg,NO-CC CODE
ROCO_82272,PMC3671269_ECAM2013-346852.002.jpg,CC BY
ROCO_82273,PMC4329358_ymj-56-454-g005.jpg,CC BY-NC
ROCO_82274,PMC5583200_jkaoms-43-256-g006.jpg,CC BY-NC
ROCO_82275,PMC3015824_jsls-11-3-383-g05.jpg,CC BY-NC-ND
ROCO_82276,PMC2825538_216_2009_3342_Fig7_HTML.jpg,NO-CC CODE
