ROCO_ID,PMC_ID,CC
ROCO_00071,PMC3785360_ccrep-1-2008-107f1.jpg,CC BY
ROCO_00072,PMC5577639_rjx025f01.jpg,CC BY-NC
ROCO_00074,PMC3973942_11748_2013_230_Fig1_HTML.jpg,NO-CC CODE
ROCO_00075,PMC3362867_ci12001410.jpg,NO-CC CODE
ROCO_00077,PMC4647036_ijcpd-08-176-g004.jpg,CC BY
ROCO_00078,PMC3883187_IJSS-7-132-g002.jpg,CC BY-NC-SA
ROCO_00080,PMC5087259_JCHIMP-6-32361-g002.jpg,CC BY-NC
ROCO_00081,PMC3549440_PAMJ-13-59-g004.jpg,CC BY
ROCO_00083,PMC3646702_1749-8090-8-61-9.jpg,CC BY
ROCO_00085,PMC3201077_AJNS-5-70-g001.jpg,CC BY-NC-SA
ROCO_00086,PMC194588_1471-230X-3-23-1.jpg,NO-CC CODE
ROCO_00087,PMC5144533_IJCCM-20-677-g002.jpg,CC BY-NC-SA
ROCO_00088,PMC4641558_10.1177_2054270415611833-fig2.jpg,CC BY-NC
ROCO_00089,PMC5418872_gr4.jpg,CC BY-NC-ND
ROCO_00090,PMC4435316_crj-01-193-g001.jpg,CC BY-NC-ND
ROCO_00091,PMC4613581_JoU-2013-0018-g013.jpg,NO-CC CODE
ROCO_00092,PMC5441492_medscimonit-23-2308-g002.jpg,CC BY-NC-ND
ROCO_00093,PMC4376869_pone.0122749.g003.jpg,CC BY
ROCO_00094,PMC5704880_medi-96-e8781-g001.jpg,CC BY-NC-ND
ROCO_00095,PMC5403477_etm-13-03-0905-g01.jpg,CC BY-NC-ND
ROCO_00096,PMC4228050_gr2.jpg,NO-CC CODE
ROCO_00097,PMC2817869_1532-429X-12-1-1.jpg,CC BY
ROCO_00098,PMC2832618_1757-1626-3-55-1.jpg,CC BY
ROCO_00100,PMC3915941_PWKI-9-20462-g002.jpg,CC BY-NC-ND
ROCO_00101,PMC4229816_JIOH-6-108-g003.jpg,CC BY-NC-SA
ROCO_00102,PMC4996598_fig-2.jpg,CC BY
ROCO_00103,PMC3467448_kcj-42-629-g001.jpg,CC BY-NC
ROCO_00104,PMC5378858_CCR3-5-501-g004.jpg,CC BY
ROCO_00105,PMC3272911_JCIS-1-43-g003.jpg,CC BY-NC-SA
ROCO_00106,PMC3174812_z9k0091109120002.jpg,NO-CC CODE
ROCO_00107,PMC2783156_1757-1626-2-207-3.jpg,CC BY
ROCO_00109,PMC3470989_1752-1947-6-337-5.jpg,CC BY
ROCO_00110,PMC4929806_CCR3-4-682-g003.jpg,CC BY-NC-ND
ROCO_00111,PMC3508530_CRIM.UROLOGY2012-484790.002.jpg,CC BY
ROCO_00112,PMC3649588_jscr-2012-8-6fig3.jpg,NO-CC CODE
ROCO_00115,PMC4040944_TODENTJ-8-85_F1.jpg,CC BY-NC
ROCO_00116,PMC3298198_wjem-13-01-40w-f01.jpg,CC BY-NC
ROCO_00117,PMC5325480_PAMJ-25-119-g001.jpg,CC BY
ROCO_00119,PMC4026760_TOORTHJ-8-85_F2B.jpg,CC BY-NC
ROCO_00120,PMC2174942_1477-7819-5-120-1.jpg,CC BY
ROCO_00121,PMC4702151_10.1177_1941738114547347-fig2.jpg,NO-CC CODE
ROCO_00123,PMC4515237_ijrm-13-297-g006.jpg,CC BY
ROCO_00124,PMC5116499_CRIS2016-5321081.003.jpg,CC BY
ROCO_00125,PMC2856583_1477-7819-8-26-2.jpg,CC BY
ROCO_00126,PMC4004887_cpe-16-089-g002.jpg,CC BY-NC-ND
ROCO_00127,PMC3519221_JOMFP-16-420-g004.jpg,CC BY-NC-SA
ROCO_00128,PMC3955306_DRJ-11-119-g006.jpg,CC BY-NC-SA
ROCO_00129,PMC5417758_gr1.jpg,CC BY-NC-ND
ROCO_00131,PMC3019595_rt-2010-4-e60-g003.jpg,NO-CC CODE
ROCO_00132,PMC3891416_kjim-20-72-g002.jpg,CC BY-NC
ROCO_00133,PMC4722580_JOCR-5-21-g012.jpg,CC BY-NC-SA
ROCO_00135,PMC3959546_AnnGastroenterol-27-76-g001.jpg,CC BY-NC-SA
ROCO_00137,PMC5024903_AJUM-14-06-g007.jpg,NO-CC CODE
ROCO_00139,PMC4769759_CRIRA2016-2820381.003.jpg,CC BY
ROCO_00140,PMC4842355_CRID2016-6930567.004.jpg,CC BY
ROCO_00141,PMC3838813_CRIM.OTOLARYNGOLOGY2013-578091.003.jpg,CC BY
ROCO_00142,PMC2859028_VMI2010-939870.001.jpg,CC BY
ROCO_00143,PMC4198783_CRIM2014-850180.001.jpg,CC BY
ROCO_00144,PMC5325521_PAMJ-25-100-g003.jpg,CC BY
ROCO_00145,PMC4433137_vim-0031-0058-g01.jpg,NO-CC CODE
ROCO_00146,PMC4719362_JOCR-5-8-g001.jpg,CC BY-NC-SA
ROCO_00147,PMC2749197_JMAS-03-141-g002.jpg,CC BY
ROCO_00148,PMC3700161_NJMS-3-214-g007.jpg,CC BY-NC-SA
ROCO_00149,PMC4620383_CRIOR2015-627502.005.jpg,CC BY
ROCO_00150,PMC3644772_AIAN-16-12-g001.jpg,CC BY-NC-SA
ROCO_00152,PMC3843904_cro-0006-0561-g01.jpg,CC BY-NC
ROCO_00154,PMC2883201_ATM-05-67-g030.jpg,CC BY
ROCO_00155,PMC5429124_abd-92-02-0273-g03.jpg,CC BY-NC
ROCO_00156,PMC4409617_40064_2014_1500_Fig6_HTML.jpg,CC BY
ROCO_00157,PMC3624744_IJRI-22-209-g013.jpg,CC BY-NC-SA
ROCO_00158,PMC2633361_1752-1947-2-392-2.jpg,CC BY
ROCO_00159,PMC4063635_OL-08-01-0258-g00.jpg,CC BY
ROCO_00160,PMC3773419_BMRI2013-293627.002.jpg,CC BY
ROCO_00161,PMC2922667_APC-2-162-g004.jpg,CC BY
ROCO_00162,PMC4161841_12891_2013_Article_2235_Fig2_HTML.jpg,CC BY
ROCO_00163,PMC4045537_ISRN.RADIOLOGY2013-483069.003.jpg,CC BY
ROCO_00164,PMC2939498_CRM2010-846534.003.jpg,CC BY
ROCO_00165,PMC1479346_1477-7819-4-18-1.jpg,CC BY
ROCO_00166,PMC4612238_10-1055-s-0034-1392107-i217ei2.jpg,NO-CC CODE
ROCO_00168,PMC5644817_amjcaserep-18-1077-g002.jpg,CC BY-NC-ND
ROCO_00169,PMC5403761_WJG-23-2811-g003.jpg,CC BY-NC
ROCO_00170,PMC3033510_246_2010_9841_Fig3_HTML.jpg,NO-CC CODE
ROCO_00171,PMC4575005_kjhbps-16-115-g002.jpg,CC BY-NC
ROCO_00172,PMC4863054_ir-14-187-g002.jpg,CC BY-NC
ROCO_00174,PMC4799146_gr3.jpg,CC BY-NC-ND
ROCO_00175,PMC3459800_1752-1947-6-272-1.jpg,CC BY
ROCO_00177,PMC3870619_CRIM.UROLOGY2013-982787.003.jpg,CC BY
ROCO_00178,PMC4376774_pone.0123007.g003.jpg,CC BY
ROCO_00179,PMC3042977_1758-3284-3-8-2.jpg,CC BY
ROCO_00181,PMC3879220_1754-9493-7-12-3.jpg,CC BY
ROCO_00182,PMC5620479_ahbps-21-168-g001.jpg,CC BY-NC
ROCO_00188,PMC4210848_edmcr-2014-140055-g004.jpg,CC BY
ROCO_00189,PMC4761662_CRIOR2016-3145343.002.jpg,CC BY
ROCO_00192,PMC4212171_ijcpd-07-137-g004.jpg,CC BY
ROCO_00193,PMC4623854_hkv04001.jpg,CC BY
ROCO_00194,PMC3598892_1756-0500-6-63-1.jpg,CC BY
ROCO_00195,PMC3813718_OL-06-05-1303-g00.jpg,CC BY
ROCO_00196,PMC3409628_jocmr-04-295-g002.jpg,CC BY
ROCO_00197,PMC4202275_CRIM2014-604794.002.jpg,CC BY
ROCO_00198,PMC5253530_bmjopen2016013810f03.jpg,CC BY-NC
ROCO_00199,PMC3469904_DRJ-9-345-g003.jpg,CC BY-NC-SA
ROCO_00201,PMC4676379_abcd-27-03-0228-g02.jpg,CC BY-NC
ROCO_00202,PMC5267818_PAMJ-24-327-g002.jpg,CC BY
ROCO_00203,PMC5613843_10.1177_2325967117728019-fig2.jpg,CC BY-NC-ND
ROCO_00204,PMC5680081_jcen-19-184-g002.jpg,CC BY-NC
ROCO_00207,PMC5580158_gr1.jpg,CC BY-NC-ND
ROCO_00208,PMC3877606_CRIM.VASMED2013-380952.003.jpg,CC BY
ROCO_00209,PMC60655_1471-2334-1-22-3.jpg,NO-CC CODE
ROCO_00210,PMC2443155_1752-1947-2-217-1.jpg,CC BY
ROCO_00211,PMC2709005_opth-3-013f1.jpg,NO-CC CODE
ROCO_00212,PMC3409922_JHRS-5-57-g001.jpg,CC BY-NC-SA
ROCO_00213,PMC3796432_OL-06-04-1147-g00.jpg,CC BY
ROCO_00214,PMC2072088_ci07002101.jpg,NO-CC CODE
ROCO_00216,PMC4332641_10.1177_1941738114543073-fig3.jpg,NO-CC CODE
ROCO_00217,PMC3872637_DRJ-10-817-g002.jpg,CC BY-NC-SA
ROCO_00219,PMC4142480_JCIS-4-40-g006.jpg,CC BY-NC-SA
ROCO_00220,PMC5575842_12885_2017_3567_Fig2_HTML.jpg,CC BY
ROCO_00222,PMC2700481_ATM-04-75-g016.jpg,CC BY
ROCO_00225,PMC3755417_CRIM.PEDIATRICS2013-649097.001.jpg,CC BY
ROCO_00226,PMC4485303_PJMS-31-724-g001.jpg,CC BY
ROCO_00230,PMC5121554_crg-0010-0545-g01.jpg,CC BY-NC
ROCO_00231,PMC3902691_JFMPC-2-294-g002.jpg,CC BY-NC-SA
ROCO_00232,PMC4093973_IJCIIS-4-186-g001.jpg,CC BY-NC-SA
ROCO_00233,PMC5073639_bcr2016216502f02.jpg,CC BY-NC
ROCO_00234,PMC3864229_ci13004805.jpg,NO-CC CODE
ROCO_00235,PMC4256059_12893_2014_536_Fig1_HTML.jpg,CC BY
ROCO_00236,PMC4736515_CCR3-4-154-g002.jpg,CC BY-NC-ND
ROCO_00237,PMC5573453_jiufd-050-051-e004.jpg,CC BY-NC-ND
ROCO_00238,PMC4900122_gr1.jpg,CC BY-NC-ND
ROCO_00239,PMC3873358_jkns-54-426-g004.jpg,CC BY-NC
ROCO_00240,PMC4329686_IJRI-25-35-g005.jpg,CC BY-NC-SA
ROCO_00241,PMC4701868_gr1.jpg,CC BY-NC-ND
ROCO_00242,PMC4592733_CRIC2015-870257.001.jpg,CC BY
ROCO_00243,PMC5521337_10.1177_2325967117716386-fig1.jpg,CC BY-NC-ND
ROCO_00244,PMC5426699_jot-31-s07-g013.jpg,CC BY-NC-ND
ROCO_00245,PMC5050014_pone.0163490.g001.jpg,CC BY
ROCO_00246,PMC5036330_IJRI-26-332-g002.jpg,CC BY-NC-SA
ROCO_00247,PMC3645454_ccide-2-021Fig4.jpg,NO-CC CODE
ROCO_00248,PMC317358_1476-7120-1-16-6.jpg,NO-CC CODE
ROCO_00249,PMC3032672_1749-7922-6-4-1.jpg,CC BY
ROCO_00250,PMC4569600_13244_2015_419_Fig22_HTML.jpg,CC BY
ROCO_00252,PMC4783667_gr2.jpg,CC BY-NC-ND
ROCO_00253,PMC4365623_SAS-5-2011-01-003-g005.jpg,CC BY-NC-ND
ROCO_00254,PMC4086557_ijcpd-02-039-g003.jpg,CC BY
ROCO_00255,PMC3606761_CMMM2013-345968.001.jpg,CC BY
ROCO_00257,PMC2478653_1476-0711-7-16-3.jpg,CC BY
ROCO_00259,PMC4965495_JCB-8-27720-g001.jpg,CC BY-NC-SA
ROCO_00260,PMC317358_1476-7120-1-16-50.jpg,NO-CC CODE
ROCO_00262,PMC4214420_OL-08-06-2448-g01.jpg,CC BY
ROCO_00263,PMC5465688_cro-0010-0217-g05.jpg,CC BY-NC
ROCO_00265,PMC4701368_usg-15043-f8.jpg,CC BY-NC
ROCO_00266,PMC4078163_10-1055-s-0034-1370351-i130030-2.jpg,NO-CC CODE
ROCO_00267,PMC3781258_13244_2013_277_Fig2_HTML.jpg,NO-CC CODE
ROCO_00269,PMC4632561_iranjradiol-12-03-18290-g002.jpg,CC BY-NC
ROCO_00270,PMC5580188_gr1.jpg,CC BY-NC-ND
ROCO_00272,PMC4818219_EDU-0097-2015.03.jpg,CC BY-NC
ROCO_00273,PMC3862244_jscr-2012-6-11fig1.jpg,NO-CC CODE
ROCO_00274,PMC5616218_cureus-0009-00000001523-i01.jpg,CC BY
ROCO_00275,PMC5442416_WJC-9-466-g002.jpg,CC BY-NC
ROCO_00276,PMC3352615_JCIS-2-23-g009.jpg,CC BY-NC-SA
ROCO_00277,PMC4668741_NJMS-6-89-g001.jpg,CC BY-NC-SA
ROCO_00279,PMC3021861_OGI2010-847370.002.jpg,CC BY
ROCO_00280,PMC4444788_13244_2015_407_Fig4_HTML.jpg,CC BY
ROCO_00281,PMC3850938_1477-7819-11-235-3.jpg,CC BY
ROCO_00282,PMC3518020_aps-39-680-g002.jpg,CC BY-NC
ROCO_00283,PMC4298804_TOORTHJ-8-462_F1.jpg,CC BY-NC
ROCO_00284,PMC3806692_cro-0006-0472-g02.jpg,CC BY-NC
ROCO_00285,PMC3980147_ni-2014-1-5307-g002.jpg,CC BY-NC
ROCO_00286,PMC3927363_JOMFP-17-478b-g006.jpg,CC BY-NC-SA
ROCO_00287,PMC4623542_icrp-2-031-g002.jpg,CC BY-NC
ROCO_00288,PMC3606138_1477-9560-11-5-4.jpg,CC BY
ROCO_00289,PMC3184093_1758-3284-3-37-3.jpg,CC BY
ROCO_00290,PMC5134781_md-95-e5478-g001.jpg,CC BY-ND
ROCO_00291,PMC5438236_cureus-0009-00000001183-i03.jpg,CC BY
ROCO_00292,PMC5359795_10.1177_2055116915579680-fig1.jpg,CC BY-NC
ROCO_00293,PMC4563174_MIRT-24-80-g7.jpg,CC BY
ROCO_00294,PMC3162283_TONIJ-5-49_F1b.jpg,CC BY-NC
ROCO_00295,PMC4562047_ijcpd-08-133-g011.jpg,CC BY
ROCO_00296,PMC4766829_JRMS-20-1200-g008.jpg,CC BY-NC-SA
ROCO_00297,PMC4422606_13620_2015_33_Fig4_HTML.jpg,CC BY
ROCO_00298,PMC3569670_ci12004804.jpg,NO-CC CODE
ROCO_00301,PMC3046417_SNI-2-15-g003.jpg,CC BY-NC-SA
ROCO_00304,PMC3913433_rjt13004.jpg,CC BY-NC
ROCO_00305,PMC3551526_JCIS-2-82-g002.jpg,CC BY-NC-SA
ROCO_00306,PMC2815825_ymj-46-445-g002.jpg,CC BY-NC
ROCO_00308,PMC3521949_ce-45-431-g002.jpg,CC BY-NC
ROCO_00309,PMC4893580_CRIOR2016-5201674.004.jpg,CC BY
ROCO_00310,PMC5688074_41598_2017_15617_Fig1_HTML.jpg,CC BY
ROCO_00311,PMC3281785_1752-1947-6-29-4.jpg,CC BY
ROCO_00312,PMC2769316_1757-1626-0002-0000006793-002.jpg,CC BY
ROCO_00313,PMC3883515_2196-1042-14-45-14.jpg,CC BY
ROCO_00314,PMC5040808_CRIPE2016-8616918.001.jpg,CC BY
ROCO_00315,PMC3443276_13244_2012_187_Fig9_HTML.jpg,NO-CC CODE
ROCO_00317,PMC3113212_jsls-7-3-277-g01.jpg,CC BY-NC-ND
ROCO_00318,PMC4958111_gr2.jpg,CC BY-NC-ND
ROCO_00320,PMC4907404_poljradiol-81-261-g002.jpg,NO-CC CODE
ROCO_00321,PMC2864862_kjr-11-346-g010.jpg,CC BY-NC
ROCO_00322,PMC4110078_rado-48-03-228f3.jpg,CC BY
ROCO_00323,PMC4178351_NJMS-5-23-g004.jpg,CC BY-NC-SA
ROCO_00325,PMC5616002_TCMJ-29-183-g001.jpg,CC BY-NC-SA
ROCO_00326,PMC4137750_CRIONM2014-917581.001.jpg,CC BY
ROCO_00327,PMC5497148_gr3.jpg,CC BY-NC-ND
ROCO_00329,PMC5018221_CG-CGCR160050F002.jpg,CC BY-NC-ND
ROCO_00330,PMC5070294_EUS-5-342-g001.jpg,CC BY-NC-SA
ROCO_00331,PMC4405952_NJMS-5-126-g014.jpg,CC BY-NC-SA
ROCO_00334,PMC4851157_0102-6720-abcd-29-01-00066-gf01.jpg,CC BY
ROCO_00335,PMC3737032_1475-2875-12-271-2.jpg,CC BY
ROCO_00336,PMC4587013_LI-32-511-g001.jpg,CC BY-NC-SA
ROCO_00337,PMC4955475_AJPS-12-221-g004.jpg,CC BY-NC-SA
ROCO_00338,PMC4861851_gr4.jpg,CC BY-NC-ND
ROCO_00339,PMC5591143_medi-95-e5276-g002.jpg,CC BY-ND
ROCO_00340,PMC3173926_JPN-6-82-g002.jpg,CC BY-NC-SA
ROCO_00342,PMC3808018_JISP-17-624-g012.jpg,CC BY-NC-SA
ROCO_00343,PMC4626453_rjv13603.jpg,CC BY-NC
ROCO_00344,PMC4613569_JoU-2013-0001-g008.jpg,NO-CC CODE
ROCO_00345,PMC4357484_poljradiol-80-128-g001.jpg,NO-CC CODE
ROCO_00346,PMC4996573_fig-2.jpg,CC BY
ROCO_00347,PMC5722132_gr3.jpg,CC BY-NC-ND
ROCO_00348,PMC5534902_bcr-2016-217912f03.jpg,CC BY-NC
ROCO_00349,PMC3922229_eplasty13e57_fig2.jpg,CC BY
ROCO_00351,PMC3162849_JOMFP-13-18-g001.jpg,CC BY-NC-SA
ROCO_00352,PMC4944748_0102-6720-abcd-29-02-00112-gf5.jpg,CC BY
ROCO_00354,PMC3961932_JNSBM-5-186-g002.jpg,CC BY-NC-SA
ROCO_00355,PMC5717901_AMS-7-237-g004.jpg,CC BY-NC-SA
ROCO_00356,PMC3290872_PAMJ-10-42-g002.jpg,CC BY
ROCO_00357,PMC5102722_CRIRA2016-9084820.005.jpg,CC BY
ROCO_00358,PMC3088744_crg0005-0179-f02.jpg,CC BY-NC-ND
ROCO_00359,PMC5203701_rjw212f03.jpg,CC BY-NC
ROCO_00360,PMC3774936_jap-5-234-g006.jpg,CC BY-NC
ROCO_00361,PMC4484843_CRICC2015-804252.001.jpg,CC BY
ROCO_00362,PMC3858773_JNRP-4-461-g001.jpg,CC BY-NC-SA
ROCO_00363,PMC3106173_kju-52-368-g002.jpg,CC BY-NC
ROCO_00364,PMC4558745_IJDENT-6-121-g001.jpg,CC BY-NC-SA
ROCO_00365,PMC4494519_JTHC-10-46f2.jpg,NO-CC CODE
ROCO_00366,PMC3003287_IJNM-25-64-g002.jpg,CC BY
ROCO_00367,PMC4845446_JOCR-5-17-g001.jpg,CC BY-NC-SA
ROCO_00368,PMC5498208_1349-7235-56-1409-g002.jpg,CC BY-NC-ND
ROCO_00370,PMC3624737_IJRI-22-160-g002.jpg,CC BY-NC-SA
ROCO_00371,PMC5193184_abd-91-06-0748-g02.jpg,CC BY
ROCO_00372,PMC4659689_cureus-0007-000000000358-i04.jpg,CC BY
ROCO_00373,PMC3237212_IJNM-26-107-g001.jpg,CC BY-NC-SA
ROCO_00374,PMC3015782_jsls-11-1-119-g02.jpg,CC BY-NC-ND
ROCO_00375,PMC3965950_CRIG2014-423071.001.jpg,CC BY
ROCO_00376,PMC4017457_GHFBB-5-112-g001.jpg,CC BY-NC
ROCO_00377,PMC4665907_ol-10-05-2749-g00.jpg,CC BY-NC-ND
ROCO_00378,PMC3835198_CRIM.ORTHOPEDICS2013-676017.001.jpg,CC BY
ROCO_00379,PMC5338054_OJO-10-44-g004.jpg,CC BY-NC-SA
ROCO_00380,PMC5436790_jir-10-055Fig2.jpg,CC BY-NC
ROCO_00381,PMC5440758_gr5.jpg,CC BY-NC-ND
ROCO_00383,PMC5018069_gr1.jpg,CC BY-NC-ND
ROCO_00384,PMC4330658_ijrm-12-779-g001.jpg,CC BY
ROCO_00385,PMC3708412_CRIM.SURGERY2013-497214.001.jpg,CC BY
ROCO_00387,PMC5556878_acfs-17-90-g004.jpg,CC BY-NC
ROCO_00388,PMC3515890_CRIM.PSYCHIATRY2012-730151.002.jpg,CC BY
ROCO_00389,PMC3964668_rcse9501-e7-01.jpg,CC BY
ROCO_00390,PMC5036330_IJRI-26-332-g004.jpg,CC BY-NC-SA
ROCO_00393,PMC5022759_jbpe-6-95-g008.jpg,CC BY
ROCO_00394,PMC4435290_crj-01-096-g002.jpg,CC BY-NC-ND
ROCO_00395,PMC4387343_cp-2015-1-706-g002.jpg,CC BY-NC
ROCO_00397,PMC4579733_JoU-2014-0009-g006.jpg,NO-CC CODE
ROCO_00398,PMC4802956_AJNS-11-180a-g002.jpg,CC BY-NC-SA
ROCO_00399,PMC3797604_amjcaserep-14-405-g001.jpg,NO-CC CODE
ROCO_00400,PMC4559287_12957_2015_686_Fig3_HTML.jpg,CC BY
ROCO_00403,PMC3065218_CRIM2010-691563.001.jpg,CC BY
ROCO_00404,PMC3058077_1746-1596-6-16-1.jpg,CC BY
ROCO_00405,PMC4558283_JCHIMP-5-28170-g002.jpg,CC BY-NC
ROCO_00406,PMC4907005_13104_2016_2108_Fig1_HTML.jpg,CC BY
ROCO_00407,PMC3821421_JNRP-4-313-g002.jpg,CC BY-NC-SA
ROCO_00409,PMC5652344_bcr-2017-220852f01.jpg,CC BY-NC
ROCO_00410,PMC3141698_1752-1947-5-239-7.jpg,CC BY
ROCO_00411,PMC5360376_ijes_10_2_166f1.jpg,NO-CC CODE
ROCO_00412,PMC3021937_AIAN-13-302-g004.jpg,CC BY
ROCO_00413,PMC2491434_784_2008_194_Fig7_HTML.jpg,NO-CC CODE
ROCO_00414,PMC3560581_medscimonit-18-2-CR112-g001.jpg,NO-CC CODE
ROCO_00416,PMC3221119_SJG-17-418-g001.jpg,CC BY-NC-SA
ROCO_00417,PMC5378866_CCR3-5-508-g006.jpg,CC BY-NC-ND
ROCO_00420,PMC4331822_1470-7330-14-16-4.jpg,CC BY
ROCO_00421,PMC5516737_CRIM2017-1251950.005.jpg,CC BY
ROCO_00422,PMC5032066_12968_2016_Article_5082_Fig1_HTML.jpg,CC BY
ROCO_00424,PMC3867890_CRIM.RADIOLOGY2013-197415.001.jpg,CC BY
ROCO_00426,PMC2222672_1752-1947-1-162-1.jpg,CC BY
ROCO_00427,PMC4581474_12916_2015_479_Fig3_HTML.jpg,CC BY
ROCO_00429,PMC4774631_CCR-11-285_F4.jpg,CC BY-NC
ROCO_00430,PMC4399202_10-1055-s-0034-1397331-i0042-4.jpg,NO-CC CODE
ROCO_00431,PMC4955411_AJPS-12-140-g002.jpg,CC BY-NC-SA
ROCO_00432,PMC5353446_JCE-24-86-g002.jpg,CC BY-NC-SA
ROCO_00434,PMC5037206_gr1.jpg,CC BY-NC-ND
ROCO_00435,PMC2803918_1757-1626-2-9121-1.jpg,CC BY
ROCO_00436,PMC3927356_JOMFP-17-455-g002.jpg,CC BY-NC-SA
ROCO_00437,PMC5728861_medi-96-e8834-g005.jpg,CC BY
ROCO_00438,PMC4353957_gr1.jpg,CC BY-NC-SA
ROCO_00439,PMC5048225_CroatMedJ_57_0311-F1.jpg,CC BY
ROCO_00440,PMC5010336_gox-4-0e845-g014.jpg,CC BY-NC-ND
ROCO_00441,PMC3507065_AJM-1-39-g004.jpg,CC BY-NC-SA
ROCO_00442,PMC4250011_PAMJ-18-326-g002.jpg,CC BY
ROCO_00443,PMC3205619_tropmed-85-791-g002.jpg,CC BY
ROCO_00444,PMC3178630_pone.0025282.g004.jpg,CC BY
ROCO_00445,PMC4520121_JISP-19-327-g003.jpg,CC BY-NC-SA
